Measure:mean;Left-Lateral-Ventricle;Left-Inf-Lat-Vent;Left-Cerebellum-White-Matter;Left-Cerebellum-Cortex;Left-Thalamus-Proper;Left-Caudate;Left-Putamen;Left-Pallidum;3rd-Ventricle;4th-Ventricle;Brain-Stem;Left-Hippocampus;Left-Amygdala;CSF;Left-Accumbens-area;Left-VentralDC;Left-vessel;Left-choroid-plexus;Right-Lateral-Ventricle;Right-Inf-Lat-Vent;Right-Cerebellum-White-Matter;Right-Cerebellum-Cortex;Right-Thalamus-Proper;Right-Caudate;Right-Putamen;Right-Pallidum;Right-Hippocampus;Right-Amygdala;Right-Accumbens-area;Right-VentralDC;Right-vessel;Right-choroid-plexus;5th-Ventricle;WM-hypointensities;Left-WM-hypointensities;Right-WM-hypointensities;non-WM-hypointensities;Left-non-WM-hypointensities;Right-non-WM-hypointensities;Optic-Chiasm;CC_Posterior;CC_Mid_Posterior;CC_Central;CC_Mid_Anterior;CC_Anterior
269;23.8167;23.471;80.771;48.8038;87.8388;74.5989;81.3355;102.0107;32.3378;13.961;91.1893;61.4237;63.111;37.5611;69.449;96.9334;76.1905;53.7896;19.0141;21.9985;81.3915;50.2981;88.1957;73.7705;80.6721;101.4555;62.4386;60.4717;70.1577;99.2599;78.5;53.6515;31.925;76.1084;0.0;0.0;70.5526;0.0;0.0;61.7634;118.8491;111.0372;115.4526;116.4016;112.8049
270;21.6551;35.9608;81.0616;47.3156;86.8532;70.8097;80.6274;100.4825;29.4133;11.5604;84.9075;62.0111;60.5534;31.4028;66.7845;99.3951;74.1875;52.3845;19.3483;30.6186;76.4152;43.8276;86.4845;70.7079;81.1705;101.0264;61.549;59.1073;69.1908;98.3741;71.75;50.2953;0.0;76.0886;0.0;0.0;81.25;0.0;0.0;61.1438;114.6144;105.3382;106.7824;108.0141;109.8528
271;11.723;36.163;83.872;46.4462;86.8337;69.7824;77.3161;96.9707;14.8527;8.0173;91.9344;62.4794;60.815;21.2314;68.0621;99.381;70.449;46.1809;11.8823;29.2818;83.2472;47.367;84.487;69.6535;78.4446;101.211;59.5856;62.019;67.9141;99.1169;65.4302;49.2629;0.0;71.6439;0.0;0.0;56.9167;0.0;0.0;59.1825;119.836;109.7773;113.9747;109.2549;113.5152
272;15.1672;28.0116;88.5435;54.3687;82.5197;69.3484;77.235;92.3214;22.3004;15.7903;85.222;60.1655;55.3732;30.3329;66.4379;93.403;64.8158;47.4171;16.4236;29.4485;87.6352;55.7758;80.9645;69.8485;76.3171;91.062;59.231;57.2589;68.638;88.8137;75.5;49.4134;24.2857;76.4179;0.0;0.0;71.6;0.0;0.0;77.7652;114.0255;106.9093;111.3219;111.9899;117.5924
273;13.0847;37.5296;85.5327;51.7058;80.1232;68.9326;77.589;91.5588;26.9401;18.0555;85.8547;59.6916;55.8076;26.1692;65.5013;95.6037;69.6;48.5634;13.4172;34.3913;83.9268;51.1559;79.8223;67.7998;76.7835;92.095;58.9868;55.6524;67.452;94.0493;69.8649;48.1213;0.0;75.5207;0.0;0.0;71.9688;0.0;0.0;81.6213;112.3828;106.5496;108.8756;105.4106;107.3528
274;15.6911;29.2814;90.9903;54.795;84.5019;68.6048;77.4966;93.6812;32.9239;16.0315;88.1218;59.0302;58.0899;33.6274;66.0589;91.3396;71.7179;47.9654;16.3267;26.5258;87.1968;54.0879;83.1189;69.3268;77.9539;94.7228;59.7807;60.335;68.2873;92.7438;72.24;50.3184;0.0;74.1347;0.0;0.0;59.72;0.0;0.0;78.0199;112.7211;108.6885;107.2551;107.476;107.2772
275;27.1443;39.5591;86.4345;51.8065;84.0495;71.2905;78.1019;99.6203;41.0698;16.0389;89.7723;61.6574;58.1391;43.6783;66.3148;98.6043;72.7879;57.089;26.1621;29.1515;80.8587;49.8828;84.4138;70.5812;76.9294;97.2447;59.0093;61.1484;67.24;97.2859;65.0893;55.41;51.0;79.7665;0.0;0.0;70.5714;0.0;0.0;74.2685;117.9036;105.5484;110.1996;113.2831;112.6292
276;20.0068;35.214;75.6627;46.7041;93.7666;74.2582;81.7236;100.1443;38.8652;11.863;88.0434;60.5531;57.6937;31.1265;71.1653;98.362;67.541;52.0354;13.7566;33.7844;77.5851;47.1908;88.7255;72.3631;80.7333;102.1857;64.6064;62.8547;72.8733;97.7878;63.9155;49.7665;0.0;78.4216;0.0;0.0;64.0;0.0;0.0;85.3061;120.615;109.3386;114.9664;113.4455;112.0578
277;22.8678;31.9255;88.1919;56.419;80.5842;68.962;77.013;93.5436;30.8067;16.6601;85.4915;59.6246;58.6865;34.7083;64.4043;95.5172;68.625;54.6816;31.2689;35.3714;85.5276;54.2231;82.4592;69.8089;77.3276;93.4969;61.8302;61.3939;67.159;92.7011;59.025;60.4627;0.0;76.893;0.0;0.0;76.4615;0.0;0.0;78.6355;115.0874;105.6707;104.2542;107.915;112.4985
278;19.6388;33.8555;88.0339;55.7239;84.2103;69.9684;78.0538;93.38;30.7254;13.759;87.9058;60.645;55.8741;27.0112;65.8646;95.3843;75.8;51.926;20.2067;29.0683;85.4255;54.5209;84.4258;69.7536;77.2209;93.6253;61.2627;56.6722;68.4915;95.1003;70.4231;53.4038;0.0;71.5302;0.0;0.0;65.1111;0.0;0.0;75.7591;117.6012;105.0506;106.4444;104.0225;113.9558
279;17.1805;36.1047;87.0245;52.6196;82.0337;68.5998;77.8414;93.3993;28.9586;13.3763;87.3063;61.559;57.2588;30.4975;65.9159;94.5856;67.2826;49.3856;13.4765;32.5076;85.5147;51.2198;82.9804;68.105;77.1531;92.169;60.2716;58.2035;68.7324;91.6288;71.0476;50.4364;31.3636;76.7533;0.0;0.0;65.2414;0.0;0.0;84.7042;113.5287;107.0335;108.684;106.0968;109.2737
280;26.5071;36.1545;88.0499;53.6585;86.0697;72.2832;77.9309;93.5289;27.6119;15.1452;88.5408;60.4677;57.225;36.4651;66.2339;94.9477;74.3125;54.6307;17.6134;35.2556;87.7571;53.1054;82.2035;70.8406;77.5644;92.8505;60.2566;60.4914;67.9132;91.3143;0.0;50.0041;0.0;77.9303;0.0;0.0;79.9091;0.0;0.0;89.7771;118.93;109.4824;108.6087;109.459;111.2854
281;19.6124;37.9489;88.7968;56.6832;86.9194;70.8816;78.2418;94.8351;30.5712;16.8639;85.5861;61.7028;64.1809;27.5207;68.1288;94.2937;75.525;47.8841;16.8396;30.4762;87.7577;55.9213;84.5915;70.0495;78.7057;95.3423;61.8892;63.4892;69.497;93.1387;65.5385;49.9455;37.0833;72.2454;0.0;0.0;60.4667;0.0;0.0;80.6224;118.305;108.2759;111.15;110.6882;110.6747
282;15.2515;34.7219;83.0052;48.8522;87.9838;70.6455;79.3974;96.2493;23.873;11.2925;88.9317;62.1956;59.9287;28.5998;64.8249;96.2434;73.3571;50.5399;15.3116;32.8571;85.9352;53.1331;84.9833;71.0795;78.5632;95.8132;61.3416;62.2789;68.2415;94.3185;67.1404;52.7597;0.0;78.5925;0.0;0.0;76.7857;0.0;0.0;78.0069;104.7038;110.4422;111.6776;111.5071;114.4876
283;16.7825;39.9084;83.1263;50.8222;88.16;74.2042;82.9092;99.3361;30.7783;11.4265;87.4804;61.4641;58.0819;25.7409;68.2471;94.8613;63.4828;52.1495;13.3982;33.5882;83.0874;51.9082;85.9363;73.7122;81.5593;98.2134;60.3971;58.1751;68.6482;92.9982;69.1789;52.6043;0.0;74.8547;0.0;0.0;62.5;0.0;0.0;72.7338;114.4522;107.0998;104.8796;106.1339;106.6307
284;17.099;37.5599;87.02;54.1969;85.2797;74.062;81.7941;96.8284;26.1709;13.5139;86.02;62.0411;62.6156;30.9132;69.6019;96.5391;65.7892;48.4214;13.9367;31.0182;85.3691;54.0844;84.7563;73.3061;81.9659;97.1899;62.9023;63.8059;72.0709;93.2823;70.3393;49.6542;24.5;75.2719;0.0;0.0;61.25;0.0;0.0;73.9159;112.8285;105.3974;106.5762;108.9769;110.0854
285;20.6352;33.7441;85.2646;49.4953;86.4325;69.1132;80.6321;98.1687;31.8074;12.5575;88.4573;60.5243;57.9067;36.7236;63.492;94.535;71.0213;53.9469;19.7857;28.2725;81.939;47.7981;84.7908;69.1111;79.7855;99.7231;60.7852;57.3892;67.6874;94.7038;64.3947;52.6945;0.0;75.3234;0.0;0.0;79.1667;0.0;0.0;72.568;112.3961;105.0515;105.1192;104.8444;109.724
286;31.725;28.2654;87.9463;54.85;86.4717;72.1489;79.3539;96.0127;36.6592;18.4259;88.2851;61.3469;58.0055;40.3806;66.2577;93.2551;63.4328;59.0728;16.4469;26.6783;87.6833;54.8593;84.56;70.1059;78.1692;95.2908;60.9434;60.5756;66.8709;91.7816;60.25;53.6588;38.3125;75.5334;0.0;0.0;68.1111;0.0;0.0;74.4943;111.281;104.4524;105.8583;108.4582;112.3947
287;17.2259;39.5046;88.529;55.8897;90.9401;71.3122;79.5119;100.3867;26.2062;12.361;88.1941;63.5724;62.0952;31.3884;68.9529;95.4456;64.6957;50.523;16.96;30.0493;85.3641;54.1109;87.1929;70.0363;78.2232;98.167;61.4539;59.2669;67.3742;93.5554;57.7055;51.9075;0.0;72.7311;0.0;0.0;62.5;0.0;0.0;77.0171;112.5314;107.2339;105.5633;109.1403;109.5935
288;15.4035;35.8114;89.498;57.0359;85.8474;73.3448;81.654;98.5804;26.8951;14.8822;87.5001;62.9675;62.7318;31.0066;67.7078;94.8372;71.3;48.3835;14.0527;30.2923;88.2175;56.5332;88.232;72.2438;82.0701;98.8163;63.8291;63.6895;71.3515;92.8785;68.9359;49.1726;26.5455;73.5886;0.0;0.0;61.75;0.0;0.0;74.5098;108.6629;104.8509;105.6697;106.6722;106.5935
289;15.2281;38.2057;86.7947;48.765;89.9253;71.4319;80.4291;101.5145;23.3034;11.2733;89.9163;63.6085;62.2647;31.6398;65.6382;100.5406;75.4348;50.0556;14.2026;38.5994;83.0215;47.3954;87.0116;70.1881;80.1074;100.8135;64.0054;62.3422;70.9076;97.0582;70.3889;49.464;0.0;71.4625;0.0;0.0;50.3333;0.0;0.0;74.2472;115.7358;102.1826;105.75;105.031;108.4218
290;16.6019;23.5299;84.9447;48.4712;90.1397;71.2293;78.8875;99.855;32.5871;13.4576;91.0248;58.9057;57.6365;33.5875;64.9489;99.3192;67.4151;54.9582;22.3907;22.6782;81.5954;45.0119;89.652;73.1982;79.3088;99.6543;59.6231;59.1587;70.069;96.6534;42.4824;57.4418;0.0;74.7893;0.0;0.0;68.0;0.0;0.0;76.4281;117.0411;109.5287;109.9362;106.4788;112.9036
291;26.746;32.8476;79.8898;47.9377;91.2757;75.1803;83.0314;100.8269;42.0132;21.121;87.4161;59.6376;57.1316;56.0104;66.7704;98.555;73.2537;56.0245;24.2947;27.5633;79.9475;49.9236;89.1022;73.2295;81.7735;100.6359;60.8696;59.6588;69.4216;97.7633;66.4151;56.853;40.5;78.5915;0.0;0.0;68.0;0.0;0.0;68.1319;115.5324;108.1225;103.9237;106.4849;111.5721
292;13.1546;33.5734;88.308;57.0352;86.6761;70.7625;79.6605;95.4426;19.7119;13.3004;86.9632;60.8629;61.4129;30.2706;67.7827;93.6056;68.9592;46.0689;13.4984;24.5957;85.455;55.8015;86.6172;69.478;78.6843;94.4619;60.1103;62.4288;68.7686;92.8545;61.8473;47.2949;29.5833;73.5823;0.0;0.0;61.4167;0.0;0.0;71.5387;112.472;105.4241;105.7063;105.9426;106.3603
293;24.6302;37.6863;88.8263;52.664;89.2395;70.093;77.9648;96.3282;37.6009;13.4274;90.1812;60.6993;60.9793;39.5447;63.9497;92.5733;68.413;55.1336;16.0039;28.75;87.2472;50.7907;86.8338;68.3201;77.1682;96.4046;60.1232;60.8992;65.9236;91.997;67.0938;52.3435;0.0;74.6491;0.0;0.0;57.8182;0.0;0.0;78.9236;111.8279;105.9822;106.1892;104.5372;106.785
294;16.6829;33.6211;83.1249;47.86;85.7196;73.8264;85.3727;99.672;26.3253;12.0906;88.8387;62.3059;63.4845;27.5233;68.4273;97.4077;66.4925;50.1854;19.3883;27.1711;81.6244;47.3236;88.7855;73.4562;83.5003;97.9362;61.9922;63.2325;71.5588;96.1703;68.1933;51.5135;0.0;75.2789;0.0;0.0;68.641;0.0;0.0;72.3849;114.2175;103.2095;104.6336;105.4353;106.8744
295;19.4181;30.9401;90.0567;60.2799;88.3745;77.5312;85.9274;102.8193;28.7708;18.2938;88.3359;65.8033;67.1727;33.2387;72.9168;94.5547;73.6905;51.5582;21.5561;29.1722;89.834;60.2282;88.8774;75.5918;85.1796;102.0144;67.5516;66.6219;73.7887;94.8084;50.8077;51.3449;50.0;75.0734;0.0;0.0;68.55;0.0;0.0;76.4872;113.5352;103.249;108.5426;109.2279;110.003
296;15.39;37.6316;83.3426;47.6576;91.8209;74.8487;84.3904;102.9532;29.8816;12.7525;93.3885;67.3815;62.6845;35.7947;71.2883;99.4679;75.425;51.915;15.4287;30.9062;79.7641;44.5977;90.1346;73.7494;83.743;102.7176;65.052;63.8881;72.6139;97.5642;72.9583;49.0057;0.0;68.6688;0.0;0.0;63.0108;0.0;0.0;68.8626;108.8685;102.6444;103.6967;107.0136;106.2793
297;15.2462;30.1702;87.2455;51.3059;78.9035;69.7185;77.1388;89.8429;23.4624;9.453;88.3716;59.9057;57.5731;35.3007;64.8448;94.2877;72.7358;50.3668;18.7639;25.8396;84.5424;49.0865;78.3324;68.1522;76.7282;90.0574;60.2423;56.3903;66.4663;90.7936;63.9608;49.7927;31.75;74.6031;0.0;0.0;63.5556;0.0;0.0;79.566;110.7872;104.6745;104.8673;110.659;109.805
298;21.5117;31.6444;85.69;50.5942;85.467;68.9985;76.168;91.4683;38.4048;22.1158;86.9045;59.2196;55.1412;43.2262;65.3036;96.448;65.2909;54.1655;24.4488;29.3103;85.1499;52.4639;82.6739;68.4702;75.0189;90.9642;59.6899;57.4175;66.4002;93.6477;61.3182;55.9316;49.5714;78.4385;0.0;0.0;76.875;0.0;0.0;87.7483;116.6859;109.7834;107.3208;109.6821;115.8176
299;16.3979;34.7509;79.0352;47.4276;90.3198;67.9139;76.0546;92.4933;18.8582;10.6433;87.0789;60.0892;54.4709;25.8796;64.1151;98.2196;72.8113;50.3404;14.6661;32.7484;75.598;46.6117;85.826;69.6272;76.2168;94.3157;58.5896;56.4094;68.7003;98.4145;63.8125;49.556;0.0;76.8315;0.0;0.0;76.6818;0.0;0.0;80.0035;119.9464;106.2505;109.9802;111.9203;114.5716
300;22.3112;32.045;75.8036;42.3724;84.2548;71.3946;79.6633;94.9054;37.6239;14.2264;86.2131;59.9725;56.0813;34.7883;65.3509;96.4776;68.3197;50.6533;31.2176;30.493;76.8557;44.1418;83.4097;72.1562;79.9871;96.7451;62.3064;59.2428;69.8263;96.094;67.5682;59.2005;39.5;77.5368;0.0;0.0;69.9091;0.0;0.0;79.9082;115.3091;104.2911;109.622;108.8312;107.7936
301;14.5978;27.2095;87.5904;55.753;83.7074;68.886;77.4113;94.1997;21.978;10.4599;87.4755;61.0401;59.9758;18.324;66.9652;96.7634;74.2414;49.4154;12.6124;33.2273;84.9518;53.3375;83.2837;68.2833;77.1693;94.3856;60.7371;59.487;67.1222;93.8244;70.6579;49.44;0.0;74.1529;0.0;0.0;67.4773;0.0;0.0;77.8267;112.9826;107.9821;104.9235;104.3631;107.8137
302;15.5908;40.5435;87.8034;50.6788;79.196;71.719;77.5189;91.3883;26.2351;9.4351;86.1347;59.7042;56.4132;29.3825;67.9145;94.0444;73.9778;50.1661;14.2228;29.0172;85.1003;52.0942;79.9334;68.2259;76.4941;91.5882;60.0482;56.7647;66.5435;94.9081;70.6552;50.987;0.0;73.1001;0.0;0.0;60.3158;0.0;0.0;74.97;115.4117;103.1189;105.4137;103.3887;109.3983
303;18.3535;33.0603;88.1836;53.3776;81.2258;70.5787;79.9443;93.1653;24.9712;13.9174;90.0617;59.6285;57.462;27.5262;67.0226;95.5527;70.7015;52.261;14.8992;30.9471;87.3295;54.2694;80.6031;71.3015;79.9239;93.2443;59.7735;59.207;69.8567;94.1302;66.6949;52.59;0.0;73.7436;0.0;0.0;62.1053;0.0;0.0;79.6283;108.5927;103.044;107.7486;109.0066;114.7963
304;41.8689;30.7488;87.8471;56.2092;83.8939;74.4323;79.424;92.2004;50.456;23.0734;84.6535;57.8428;55.4955;60.3501;67.7518;92.2609;66.0575;61.0548;37.8185;26.0279;86.3314;55.0171;83.1295;73.4797;77.0273;92.1614;58.539;55.1386;68.8548;90.4773;61.0923;58.6846;40.5;77.9273;0.0;0.0;79.7143;0.0;0.0;82.3485;114.6293;107.39;111.7915;108.2983;113.6516
305;17.6728;31.4525;85.802;51.8446;86.3897;70.3301;78.8865;94.3346;30.5763;13.0963;88.6556;60.4765;59.7087;33.6864;66.8709;94.7336;71.2917;51.407;28.8414;28.0826;85.963;51.523;83.6371;71.3536;78.7298;94.9384;60.1754;59.1718;68.7822;93.5829;74.3333;58.4295;28.6;74.4331;0.0;0.0;71.25;0.0;0.0;77.2107;116.114;108.8132;109.5155;107.2258;111.8535
306;17.039;36.3199;88.0271;53.6284;81.309;69.2641;78.0691;93.8291;23.5106;14.1021;85.3515;59.9702;56.3024;27.8809;68.4645;92.292;74.8621;50.3513;21.8084;27.8031;87.8711;54.8057;80.3978;67.4449;76.5061;91.9857;56.5525;59.9777;67.6089;90.535;64.058;53.6405;0.0;75.0052;0.0;0.0;63.6286;0.0;0.0;80.0691;115.5468;105.2364;108.9732;106.9187;112.6808
307;19.1581;33.5761;82.9614;48.9838;81.9482;68.323;77.7781;94.0434;31.7571;16.0929;86.8716;55.8284;54.0872;43.6565;63.0452;95.9296;72.7692;57.2186;24.4149;25.8221;80.9759;48.045;82.5493;68.5242;75.4061;93.591;54.534;54.5103;65.2748;92.9211;62.4;56.826;45.5;78.1376;0.0;0.0;70.0;0.0;0.0;80.4318;120.7415;108.9569;113.5714;111.9315;121.2839
308;13.756;32.0709;85.0222;50.4735;90.7733;70.6419;79.8253;95.4535;22.0919;8.9425;89.2802;59.3039;57.4493;25.6261;65.6419;99.2274;72.0938;49.5741;14.3004;28.0;83.7174;48.6622;83.1164;70.7706;80.4751;96.7122;60.4524;58.1014;68.8481;96.2403;64.3902;51.6672;33.0;74.3861;0.0;0.0;63.4545;0.0;0.0;76.3993;111.9042;104.6953;109.0772;108.1986;107.9065
309;30.4634;33.7769;84.8509;46.8725;82.5262;68.8652;75.1685;95.7003;47.0463;22.9096;89.745;55.4394;56.74;56.5308;60.701;97.5487;69.8734;62.0191;29.9566;25.0198;80.4953;44.3564;83.5877;68.2557;74.7355;96.3169;53.9655;53.5505;64.3522;95.7349;60.7909;57.7034;51.0;78.3784;0.0;0.0;77.6579;0.0;0.0;73.9948;116.9706;107.1491;109.0273;110.9085;112.0356
310;14.8752;34.3785;86.8359;55.9449;87.5806;73.1754;79.9893;96.1181;29.75;11.8563;84.4061;59.3747;60.6978;32.0605;67.6452;94.2703;73.7083;46.626;13.938;33.4724;86.7813;56.3111;86.4398;71.0718;78.0649;96.565;60.5543;59.1075;68.7244;92.9343;70.0;49.4319;0.0;74.665;0.0;0.0;61.04;0.0;0.0;77.3214;115.0926;107.7316;110.6793;109.6259;109.6462
311;26.6319;30.6219;90.7129;54.4385;86.8741;69.8244;77.7941;94.0475;38.6161;17.5351;87.141;59.7616;59.3043;49.1746;65.9476;95.0141;75.5152;54.3002;24.9482;26.6516;88.2626;53.5207;82.4417;68.5418;76.8895;93.098;58.9968;59.8306;65.7241;92.8182;66.125;56.4162;0.0;76.8206;0.0;0.0;73.2222;0.0;0.0;71.5122;112.6744;103.7527;105.2867;107.8755;110.2875
312;16.0163;33.2568;86.1468;51.9066;84.4354;69.7942;79.7306;95.4079;32.3836;9.6171;89.2417;63.4655;61.5143;28.1633;66.6149;96.8982;77.9;48.8841;13.401;35.2953;84.3206;51.1519;83.6741;68.5514;80.6157;95.5614;61.9595;59.6436;68.5219;94.5071;69.9375;50.3503;0.0;74.3821;0.0;0.0;53.9375;0.0;0.0;73.2709;109.2676;105.8765;107.875;108.0447;110.9835
313;27.5597;30.9021;90.1699;58.8477;82.8965;73.3944;82.8359;97.2892;45.8787;27.5434;87.9911;60.0757;59.2602;57.8849;67.5854;95.4324;70.1667;59.2416;28.5793;25.1045;88.6517;58.4939;81.0458;72.6423;81.6769;95.9373;59.5619;58.6598;68.0288;93.6598;66.6349;56.2888;0.0;78.723;0.0;0.0;78.0;0.0;0.0;84.4245;112.1885;105.45;106.609;105.733;108.6788
314;13.3308;27.7349;87.6766;56.9254;85.6583;71.5104;80.6034;97.4064;27.9752;15.2652;85.8244;60.0691;59.5322;30.0698;67.5654;92.9276;68.381;46.6543;12.3032;27.0184;85.9716;55.4532;83.3227;69.6472;80.1504;97.7549;60.8124;57.9223;68.3883;92.2879;65.3636;47.8832;0.0;72.3341;0.0;0.0;52.5455;0.0;0.0;74.2605;108.9013;102.2739;105.7823;108.2934;110.9444
315;19.223;28.1613;86.5587;49.1214;84.6618;71.2518;79.155;95.0283;31.77;10.8362;87.5467;58.5727;55.3323;34.4026;67.4675;94.7033;71.6818;53.0217;22.5916;29.1224;82.8637;45.8126;84.6831;71.3794;78.4123;93.5515;59.5928;56.3249;68.8876;93.3155;68.8148;55.0744;0.0;77.1947;0.0;0.0;66.6667;0.0;0.0;78.1739;117.9006;108.9154;105.9549;107.4497;111.2277
316;23.4205;23.5426;88.2061;52.1735;85.4434;70.2555;78.2812;95.6981;42.3179;20.3092;87.0734;58.3442;57.0509;52.936;66.6832;95.5521;65.5636;58.6696;33.8766;34.6901;85.1324;50.7373;85.3469;70.9265;77.973;94.3928;57.9678;54.3803;67.1865;92.8024;63.4058;57.7223;0.0;75.2209;0.0;0.0;72.0;0.0;0.0;81.5541;114.3735;104.7723;108.2884;109.4527;113.3838
317;11.7307;36.35;88.8208;57.7512;87.5723;72.0636;80.8511;98.1819;29.7372;13.1424;87.4719;63.1871;64.4298;31.4937;68.2329;95.1051;75.75;45.4531;11.6395;38.1438;87.3999;57.021;87.2682;69.8964;80.3247;97.1034;62.2293;63.0966;69.4851;95.3418;75.8;48.0208;31.4634;73.142;0.0;0.0;55.3043;0.0;0.0;79.1394;112.6898;106.6676;106.9103;107.4406;110.5476
318;18.6645;23.8943;88.2426;56.6309;85.8196;70.6877;79.143;96.7762;27.9611;14.7767;86.4188;58.9535;62.2187;29.4341;67.4576;93.8681;72.2364;49.9921;17.7152;29.6879;87.0264;56.5962;83.6536;68.2077;78.2296;95.928;59.7567;62.2512;67.5383;92.9735;62.6623;52.7585;0.0;74.0629;0.0;0.0;50.4;0.0;0.0;84.5346;113.9238;107.7793;107.5149;107.9107;108.3874
319;18.456;44.2;91.5712;58.5502;84.229;71.8648;79.3074;96.3033;24.9168;15.1524;85.1743;58.4944;62.7193;25.4274;68.2215;91.4842;73.0889;48.7418;18.6409;31.3433;87.9874;56.5433;83.8228;70.6435;78.2784;95.5758;58.4683;62.6079;69.6147;90.1425;66.1471;47.9174;26.4;74.8081;0.0;0.0;56.4651;0.0;0.0;77.921;112.1269;102.567;103.3341;106.0815;106.4368
320;19.3386;43.2982;82.698;50.1825;87.4731;73.2175;82.5253;98.646;29.0103;13.1307;87.1568;61.553;59.5638;30.7749;68.2739;94.6737;68.0962;51.7478;15.2695;30.8876;81.735;50.2264;84.2372;71.4613;80.824;96.9756;60.5409;60.2776;69.117;92.5535;63.2353;51.9791;0.0;75.2969;0.0;0.0;72.1724;0.0;0.0;75.4676;114.222;104.6404;104.7255;105.5508;110.5309
321;14.2663;40.7389;89.1015;51.9752;88.9869;72.3633;80.7137;100.183;33.3842;11.0687;89.2353;61.2857;60.91;33.6939;66.3628;97.1782;71.5455;51.8033;22.9879;31.374;86.7352;49.7295;88.6452;71.8177;80.2089;99.038;60.6205;58.5808;68.0381;96.6935;68.4688;54.5627;33.0;74.4813;0.0;0.0;61.6471;0.0;0.0;81.5035;113.5737;105.2836;107.0381;107.2177;108.6818
322;20.9568;32.9141;88.4594;53.0422;89.1465;74.4141;84.8411;100.7206;39.0;11.7938;87.8315;63.2886;62.8677;31.4642;69.6099;96.1636;77.0833;56.1643;18.4101;28.1803;86.1516;51.27;86.7943;72.6402;83.763;100.4753;62.4599;60.6942;69.2926;95.7597;68.7478;53.1604;28.0;69.8882;0.0;0.0;61.0;0.0;0.0;71.6667;110.1094;103.4689;104.9528;106.9257;111.6959
323;13.7545;38.5646;84.7404;51.4627;92.0436;74.0947;83.5183;102.1857;25.162;11.2636;87.9909;61.2999;60.5046;23.3438;69.8151;97.8716;69.8056;50.8028;15.4234;29.368;83.5827;51.6536;90.357;73.4246;83.0625;101.5724;63.6022;62.0358;71.5966;96.6415;67.625;52.2973;36.75;75.3356;0.0;0.0;55.7714;0.0;0.0;78.4089;114.9815;103.4075;105.3458;107.2126;111.0379
324;15.1661;41.5782;88.6475;52.7255;87.1221;74.1413;82.109;99.5489;30.9346;12.952;88.7374;61.8769;61.7877;30.8965;68.826;94.3101;67.9636;48.1835;12.6455;31.7039;85.6892;51.471;85.2823;73.2542;81.9333;98.6593;61.6693;60.2575;71.3883;95.0791;69.0319;49.9858;33.24;72.9188;0.0;0.0;59.44;0.0;0.0;79.2899;115.0386;107.2355;109.6045;109.0469;111.3911
325;17.6432;41.2545;83.2712;46.1676;91.0068;75.4456;84.1441;102.0011;26.292;10.3755;90.4359;63.2074;63.8059;26.924;68.5703;99.0301;69.7091;50.4642;18.8359;29.8739;80.21;44.4238;91.1135;74.0314;82.7058;102.6902;63.3195;62.2231;71.2492;96.9871;67.4839;51.7424;24.3333;73.3246;0.0;0.0;62.9062;0.0;0.0;81.392;117.849;107.7521;107.5;108.2583;108.8927
326;11.7628;38.403;90.207;56.9483;91.1335;73.3467;81.7076;101.8628;21.9889;10.7971;89.9175;61.1427;63.9215;22.3064;69.7768;98.1107;69.8361;49.3852;12.9817;31.939;88.8977;57.0084;87.2864;72.0784;81.5087;102.1354;61.934;62.8889;71.3266;95.4199;64.5263;49.229;27.7143;72.6071;0.0;0.0;54.16;0.0;0.0;70.9811;113.5661;105.2133;102.0648;105.0128;107.2872
327;13.521;38.9387;87.5567;54.0452;86.7782;72.0806;81.0944;96.7846;30.4352;11.8279;87.2332;63.4723;62.7691;27.9197;69.4374;93.2905;62.0303;47.9368;13.8351;31.8718;86.2875;54.4053;84.1754;70.6752;79.989;95.8474;62.6366;59.7413;69.5556;92.0376;64.4146;49.1977;0.0;75.3975;0.0;0.0;56.4211;0.0;0.0;78.4167;109.9572;105.6482;105.5401;105.5467;108.6482
328;13.0008;30.8083;85.0555;48.7721;85.7266;69.1154;77.6443;93.9863;22.5907;8.9797;88.0659;59.5966;57.4434;26.3315;64.1128;95.0601;80.1333;49.2876;13.3887;32.6927;85.0074;49.6348;80.8083;68.6586;77.5517;94.531;59.9649;58.3297;66.6979;93.2496;68.5926;51.5788;0.0;77.0037;0.0;0.0;59.4615;0.0;0.0;77.4316;109.9229;108.841;108.0092;112.0758;110.6824
329;20.2701;33.8697;85.6535;48.6348;88.5684;73.3317;80.3219;98.4017;29.2393;12.417;86.7554;61.0099;60.7202;34.8042;69.2704;96.9342;72.6389;50.8289;21.9882;37.3432;81.5868;47.2771;88.8435;72.5226;80.1009;98.3237;62.8571;60.3362;69.3208;96.6881;64.7692;50.3601;0.0;76.1619;0.0;0.0;67.1579;0.0;0.0;77.3384;116.5887;108.5403;113.5826;110.5237;111.8847
330;17.6935;35.8732;90.0425;59.5974;88.0642;75.3963;82.7116;98.6662;26.8491;15.1034;85.1954;62.6848;62.6898;29.8165;70.6921;91.233;74.5;48.6865;14.8635;35.6058;88.0582;58.2171;83.8515;72.3431;79.9634;96.4133;62.902;58.2322;71.0487;88.7071;73.6667;47.7789;31.0;73.9413;0.0;0.0;58.8571;0.0;0.0;68.0926;110.308;104.1677;106.2012;106.4963;107.72
