Measure:std;Left-Lateral-Ventricle;Left-Inf-Lat-Vent;Left-Cerebellum-White-Matter;Left-Cerebellum-Cortex;Left-Thalamus-Proper;Left-Caudate;Left-Putamen;Left-Pallidum;3rd-Ventricle;4th-Ventricle;Brain-Stem;Left-Hippocampus;Left-Amygdala;CSF;Left-Accumbens-area;Left-VentralDC;Left-vessel;Left-choroid-plexus;Right-Lateral-Ventricle;Right-Inf-Lat-Vent;Right-Cerebellum-White-Matter;Right-Cerebellum-Cortex;Right-Thalamus-Proper;Right-Caudate;Right-Putamen;Right-Pallidum;Right-Hippocampus;Right-Amygdala;Right-Accumbens-area;Right-VentralDC;Right-vessel;Right-choroid-plexus;5th-Ventricle;WM-hypointensities;Left-WM-hypointensities;Right-WM-hypointensities;non-WM-hypointensities;Left-non-WM-hypointensities;Right-non-WM-hypointensities;Optic-Chiasm;CC_Posterior;CC_Mid_Posterior;CC_Central;CC_Mid_Anterior;CC_Anterior
267;14.6541;13.1875;8.3846;9.7469;10.2496;9.625;6.9538;4.4769;18.6074;13.5728;10.2164;8.6328;7.1636;16.7346;6.7567;10.9935;14.5317;16.4063;14.9561;14.3028;7.5942;9.6323;10.3279;9.4751;6.6952;4.0535;8.9676;7.3422;8.1123;11.7093;10.7145;15.8192;0.0;14.2117;0.0;0.0;15.8456;0.0;0.0;21.475;8.8134;9.9639;8.0179;10.4718;10.3776
268;17.3986;14.8823;10.0557;11.8834;10.7463;8.7419;7.8883;5.8251;18.3523;16.6284;12.6679;10.3309;8.9156;16.2477;7.6699;16.5993;6.883;14.9961;18.1835;10.4595;10.4613;11.1418;10.1945;8.3432;8.2676;4.7782;10.5775;8.8936;9.2919;14.6594;7.7332;13.8839;0.0;13.3946;0.0;0.0;11.5064;0.0;0.0;20.338;12.4175;14.3306;14.3085;16.9146;13.6298
269;15.4754;19.0306;9.0462;11.1812;10.772;8.4595;7.7926;6.6509;17.2124;13.8321;15.6063;12.8599;8.487;13.9511;6.4392;22.481;6.2978;16.7446;15.4423;18.89;8.9898;11.5186;10.3;9.4286;7.5695;6.0587;12.0051;7.588;7.5931;16.8426;2.1213;16.2859;11.3169;14.9423;0.0;0.0;19.1335;0.0;0.0;11.1164;13.9118;14.0232;17.1995;21.9946;19.1031
270;15.6566;16.4592;8.9423;11.0492;10.5475;9.3764;7.5345;5.9627;16.946;13.1881;12.2456;11.3433;7.6962;13.2525;6.8359;14.2244;9.995;16.4909;15.037;13.9047;10.9006;10.63;10.9114;9.7751;7.7735;4.7843;12.1005;8.9935;8.5719;13.6454;5.7297;15.1003;0.0;13.9942;0.0;0.0;9.4529;0.0;0.0;11.1682;12.2403;12.1563;10.1541;9.6752;10.5874
271;11.7164;14.1936;10.2256;11.2567;10.4617;9.3974;7.0215;5.6481;15.7649;12.2815;12.1412;9.614;9.3008;15.8467;5.9652;16.5165;12.1107;15.6572;11.6134;14.6667;8.9335;11.4997;11.339;10.175;7.9876;5.5804;9.8657;7.7961;8.442;16.7221;10.8818;14.8679;0.0;14.8208;0.0;0.0;13.7765;0.0;0.0;13.3098;12.4175;14.2327;16.4846;24.5193;23.3086
272;14.5504;17.7018;9.8085;10.1519;10.306;9.2295;6.291;5.2807;16.5416;13.6383;12.2458;10.0098;6.9496;15.1204;5.7674;14.4347;10.3502;15.9771;14.878;16.233;7.1111;9.336;9.9163;9.5045;6.5817;5.3182;8.7705;7.209;7.4624;14.4347;6.8661;15.3837;12.7504;15.1024;0.0;0.0;18.4878;0.0;0.0;23.0715;11.6563;14.0872;19.4059;17.4435;21.6008
273;13.277;13.935;8.5029;9.9328;10.3526;9.7415;6.7384;5.5786;15.6059;14.4973;11.8725;9.6786;7.569;13.5017;6.1903;15.0595;12.1955;16.1272;13.0479;12.9008;8.6733;9.531;10.4999;10.2189;6.5896;5.312;8.369;7.5694;6.8608;14.3053;7.8392;15.0141;0.0;15.8849;0.0;0.0;14.8812;0.0;0.0;28.1511;8.5938;10.9223;8.5648;13.5678;10.5897
274;15.9294;18.1408;9.0348;10.8623;10.347;8.8345;6.0941;4.9754;15.3557;14.1011;13.2688;9.7309;8.4267;13.888;5.8647;12.6277;9.4345;15.554;15.2463;17.981;9.818;10.6645;11.146;9.5531;6.0896;5.0574;8.8369;7.2161;7.7216;14.4418;9.0429;14.9921;0.0;14.6536;0.0;0.0;17.8828;0.0;0.0;25.5947;11.1414;10.2684;9.9624;7.9794;14.7587
275;20.3292;16.9081;8.8029;10.9574;10.2056;8.1803;7.7236;5.7228;16.8527;17.5325;13.3154;10.2191;8.0332;16.1871;7.0371;18.1784;6.6038;14.5315;17.1536;15.5395;9.6136;9.4017;11.062;8.9241;7.0382;5.2622;9.139;8.621;7.7552;16.3719;6.4252;13.7085;7.0711;13.7821;0.0;0.0;13.2647;0.0;0.0;21.2274;9.1507;16.2007;13.2458;14.1355;17.1908
276;15.8524;13.9857;9.2688;9.9656;11.6668;9.6735;8.1616;6.1839;16.4587;13.8649;12.4709;10.2323;8.4801;16.3074;7.324;17.608;8.114;16.0984;14.2525;16.821;8.9312;10.1221;10.6766;10.0369;7.7766;5.9913;10.8713;8.5399;8.8397;17.0499;8.9996;16.7284;0.0;15.1974;0.0;0.0;14.0971;0.0;0.0;21.691;11.9165;14.6717;10.4276;11.8494;13.776
277;16.4832;18.3629;7.8521;9.7645;9.8286;8.6621;6.9501;5.0881;16.3915;15.3637;12.7319;8.9459;8.1484;17.1781;6.3929;14.6714;8.8685;16.2798;18.5449;12.1243;7.7924;9.5152;11.4963;7.628;6.8686;5.3601;8.5345;7.4724;8.1678;15.927;14.9486;13.538;0.0;14.3184;0.0;0.0;12.6466;0.0;0.0;23.1855;9.0127;14.3995;18.0389;13.8863;12.5652
278;16.7621;14.5938;8.2344;9.7604;9.9026;8.5272;7.0139;5.7219;14.9114;13.8113;14.2854;8.7213;8.1226;14.6625;6.8919;14.4066;7.6734;16.4711;15.6687;18.3857;8.4737;9.4942;10.3494;8.559;6.6486;5.69;10.6804;8.8767;7.3242;14.6583;6.8304;14.7499;0.0;18.417;0.0;0.0;18.6922;0.0;0.0;24.9562;10.3018;16.4716;22.918;21.8436;19.5253
279;14.5084;12.9069;8.4918;10.227;10.0977;9.929;7.1676;5.3052;15.6033;13.8596;11.6466;9.0762;7.6606;13.429;6.7909;12.5496;8.9275;16.2493;13.7066;14.7553;8.6712;10.2256;9.8316;10.0652;6.6281;5.2657;8.8162;7.0408;7.1029;12.8085;5.8351;15.5718;17.7948;15.3829;0.0;0.0;17.3548;0.0;0.0;26.2871;11.1191;11.8944;9.7449;17.1033;13.8141
280;18.9959;13.6777;8.4515;10.2477;10.6904;8.0399;6.4426;5.6846;17.2241;14.888;11.9504;9.9132;7.9452;13.8462;6.0046;13.6075;3.4779;15.4729;15.9649;11.9249;8.5873;10.5861;10.5705;9.6791;6.7625;5.6121;9.7699;7.7182;7.5005;14.163;0.0;15.1177;0.0;13.4965;0.0;0.0;15.6873;0.0;0.0;25.0726;9.9027;12.1801;12.2216;13.9993;13.5871
281;16.5156;12.7627;9.7124;10.2869;10.4255;9.2593;7.173;5.4715;16.6547;14.493;11.2583;9.4019;7.5186;15.4699;6.734;11.5328;8.0479;16.5561;13.9694;14.081;9.2413;10.0025;10.8047;10.0963;6.5525;5.1459;8.536;7.1543;7.8544;13.7229;6.7126;16.3355;9.1994;18.753;0.0;0.0;18.3881;0.0;0.0;27.4098;9.4023;17.2491;13.1984;9.7636;12.7976
282;15.2482;18.4132;8.7509;10.9129;10.7843;9.5898;7.5055;5.7055;17.2017;13.2723;12.2886;9.0196;7.802;14.2401;6.1975;12.9339;9.009;15.7986;15.379;11.7887;8.0701;10.3925;10.7903;10.107;7.1252;5.8845;8.4904;9.4636;8.5928;13.1424;9.2204;15.9954;0.0;14.5717;0.0;0.0;11.4164;0.0;0.0;21.7366;16.6148;15.4512;10.8574;12.6706;16.903
283;16.686;12.2446;8.164;10.7915;10.4226;8.5161;7.6255;3.8783;16.6553;13.5217;10.3464;9.1834;7.269;15.8794;6.3299;11.2401;11.1677;16.7828;15.6413;8.673;7.853;10.5773;10.6259;9.4231;8.4914;3.8368;8.6326;7.4013;7.9456;12.0654;7.599;15.5643;0.0;13.3311;0.0;0.0;8.86;0.0;0.0;18.6702;7.8425;9.8817;9.2324;8.4808;10.0184
284;13.8974;15.5289;9.1145;10.6062;10.3055;8.941;6.7481;4.4979;15.8682;11.0394;12.0321;9.5773;6.6616;17.4791;6.5161;11.7456;10.8493;15.5311;12.6473;15.8917;7.3448;10.2344;10.1825;10.0008;7.0143;4.8564;9.1115;6.8509;7.8501;12.5547;5.5637;16.0764;0.7071;14.9004;0.0;0.0;15.7625;0.0;0.0;18.899;8.1676;10.2493;9.2661;11.2393;13.9928
285;17.0443;14.3106;9.806;10.654;10.3382;9.6658;7.9475;4.4296;14.684;13.7265;11.0527;9.6281;7.4416;13.7588;7.2065;13.2356;12.0893;15.8593;16.8545;14.5567;9.6716;10.4491;10.8102;10.4047;8.1063;4.8045;9.1861;8.4495;9.0351;12.2354;12.2345;16.1008;0.0;14.7134;0.0;0.0;7.2503;0.0;0.0;19.7808;10.3719;10.6888;8.1065;12.0185;14.0172
286;18.3066;17.2657;7.6991;10.3485;9.6794;7.4869;7.3607;4.7629;15.7827;14.6102;10.1903;9.0099;6.9607;15.009;6.2387;11.6392;12.2133;13.1743;15.2405;15.869;8.2131;10.1335;10.0943;9.2764;7.2149;4.7506;8.561;7.3854;7.0825;11.7586;9.3446;15.7746;15.7807;12.9344;0.0;0.0;18.4285;0.0;0.0;17.6849;10.2361;10.8253;11.4538;10.6415;12.4391
287;14.9784;15.6963;7.7441;10.3171;10.7986;9.1884;7.0521;4.7349;17.2893;12.1446;10.0581;8.4477;6.5988;16.6318;6.0502;12.1051;16.2889;15.8618;14.1999;13.7663;7.3696;10.0106;10.6917;10.1529;7.1994;4.5439;8.5102;7.0089;7.74;12.4516;15.1029;16.1952;0.0;15.4371;0.0;0.0;17.2739;0.0;0.0;21.7429;8.4898;11.4299;10.1613;7.9136;9.4794
288;13.5343;16.9146;7.6443;10.339;10.1295;8.9311;6.6915;4.6034;14.0788;13.3724;9.5592;8.5008;6.6803;15.9141;6.7548;11.4071;7.3352;15.1754;13.0463;14.8054;7.4982;10.2149;10.3103;9.6706;6.9211;4.344;8.9153;6.9851;8.3506;12.5894;6.4553;14.8836;7.1744;16.3402;0.0;0.0;13.7965;0.0;0.0;23.7697;9.4956;8.5611;9.3187;8.8367;9.461
289;14.3574;14.4436;9.78;11.0747;10.4119;10.1382;6.8911;5.233;17.3435;12.9674;10.4688;8.7784;7.395;16.4025;8.378;13.4626;4.9711;16.139;13.5783;11.7603;9.6916;10.4761;10.382;10.5996;7.3037;4.7965;9.355;7.8647;9.1628;12.4779;7.5236;14.6061;0.0;17.8213;0.0;0.0;14.518;0.0;0.0;20.8672;10.0365;15.8636;10.3738;11.4393;14.9398
290;16.0564;14.7001;8.5793;11.5057;10.4355;9.5361;8.1048;5.4607;17.4178;15.4202;10.4622;10.1814;8.0868;19.3555;7.345;13.2469;15.1168;17.3336;18.0647;16.3343;9.4105;11.5262;11.1453;8.8013;8.0272;6.0603;10.1797;9.2397;9.1439;14.4786;27.4615;14.6354;0.0;13.5505;0.0;0.0;14.8344;0.0;0.0;20.1153;8.977;8.3207;9.9148;16.3783;11.0813
291;22.1431;14.4427;8.2506;10.7461;9.6271;8.0441;8.2157;3.8299;21.0333;19.2367;10.6208;9.7286;7.4404;16.3578;7.2003;13.5016;8.2963;13.6333;20.3938;15.3067;7.4349;10.5803;9.3159;8.6687;8.0712;4.4675;8.5279;7.5421;8.0663;12.7819;4.6469;14.1678;7.0;10.8022;0.0;0.0;1.4142;0.0;0.0;17.1337;8.2731;9.8467;7.8091;11.4056;10.3623
292;12.3907;14.5671;6.6629;10.3355;10.048;9.3575;6.7139;5.4215;16.4594;12.3154;9.4059;8.886;6.863;14.9718;8.033;10.2566;14.0712;15.1979;12.8754;16.2007;6.9161;9.7685;9.8063;10.062;7.1996;5.4721;8.6607;7.3386;7.6969;11.3613;18.0506;15.3201;6.5012;15.9441;0.0;0.0;17.0585;0.0;0.0;19.0405;8.9731;10.0611;8.517;11.3119;13.956
293;19.5313;17.1969;8.0356;10.8569;10.3453;8.641;7.1584;5.0777;16.1292;14.8129;10.1676;8.931;8.4651;16.2832;6.4857;11.1722;16.7512;15.1064;16.415;13.7329;8.253;10.6945;10.5051;9.3763;7.5;4.7886;8.7332;7.6585;7.6022;11.2997;7.1363;15.4681;0.0;12.398;0.0;0.0;14.155;0.0;0.0;22.2841;7.877;9.8093;8.2783;11.0175;10.303
294;15.1706;14.5081;9.6388;11.6044;10.133;9.5354;8.1875;4.5801;16.777;13.936;11.5792;9.9686;8.2304;15.4384;5.9141;12.3805;14.5087;16.3662;15.254;15.9431;10.2863;10.5527;10.0678;9.3828;7.7706;4.5192;9.8698;7.4867;8.1862;13.2269;6.1868;15.7977;0.0;13.3293;0.0;0.0;16.0959;0.0;0.0;19.8281;9.1126;12.3134;13.2055;16.0055;23.2256
295;15.4801;18.1922;6.3818;9.9475;9.4743;9.5317;6.9527;4.1856;17.2286;15.0479;10.4205;9.0212;6.8337;15.8889;5.5425;10.7744;9.8389;16.016;15.1554;16.7253;6.2083;10.0658;9.932;9.9241;6.7203;4.3087;9.9098;7.0054;7.1004;12.0836;15.7125;14.951;0.0;15.1635;0.0;0.0;17.7985;0.0;0.0;23.4027;8.5576;11.1418;9.9396;13.0575;13.1732
296;14.2743;14.3535;9.6602;11.6856;10.2076;8.9867;7.5672;5.1076;16.9197;14.9356;12.2714;9.3029;7.6729;16.8678;7.0349;13.278;4.7657;16.8914;14.0443;15.3918;10.284;11.1911;10.6261;9.6989;7.3869;4.8638;8.9209;7.5741;8.0241;13.6227;7.4745;16.8274;0.0;21.1585;0.0;0.0;17.4428;0.0;0.0;16.2728;12.1;12.1428;16.616;13.2696;10.0148
297;15.0696;17.6055;8.3069;10.8668;10.1705;9.0444;6.79;6.5897;16.0964;12.1362;12.9123;9.7967;6.8322;12.1795;6.2712;15.3215;8.8885;17.5774;14.9833;16.732;9.2749;10.6752;10.2035;9.0325;6.4608;5.9412;9.739;7.7514;7.256;13.3535;8.7771;15.4694;3.304;15.2051;0.0;0.0;15.159;0.0;0.0;27.492;13.5991;16.3481;17.768;16.433;16.0213
298;17.8249;13.8696;8.5475;10.5503;10.0744;8.3827;6.2547;6.5712;17.9239;17.8496;12.7329;10.5562;8.3052;16.7098;5.6501;19.4834;15.149;16.0868;17.7203;15.5859;8.5909;10.0188;9.8738;8.2119;6.3242;5.5954;8.9246;8.6505;6.3253;17.9712;11.6489;14.4639;5.5291;11.7974;0.0;0.0;8.4686;0.0;0.0;32.0828;10.7207;10.7275;12.8404;16.2971;21.8245
299;15.0722;18.1648;9.6595;10.3406;12.4591;9.6704;7.4119;6.7769;17.8996;12.8405;12.6878;8.8982;7.8518;17.454;6.9234;19.3162;9.0512;16.2943;15.279;14.7614;9.5544;10.7177;11.7178;10.147;8.3034;6.5413;9.4429;9.2323;9.5505;16.4874;6.9918;16.5333;0.0;14.6918;0.0;0.0;15.6643;0.0;0.0;24.8949;16.7317;24.9047;25.3007;17.797;17.764
300;15.8482;13.7702;9.7218;10.9637;10.2241;8.4388;7.3502;5.1728;18.428;15.9401;12.6293;10.5928;9.4375;18.1526;6.5263;16.5268;7.1654;15.9615;20.3516;13.2042;9.2603;10.7352;10.5966;8.3615;7.5001;5.3281;11.2571;8.6181;7.9781;14.9516;4.9668;11.827;0.7071;13.2296;0.0;0.0;13.495;0.0;0.0;24.4528;10.6459;16.0876;17.1822;15.366;14.7192
301;14.542;18.0877;7.3225;9.8769;10.2525;9.4492;6.6797;4.6516;17.0949;11.602;12.6164;9.0848;7.6703;16.4439;6.8809;12.7466;7.4864;17.1294;14.1233;10.2463;8.6986;9.6496;10.2027;10.1774;6.6249;4.3858;8.1795;7.155;8.0137;14.3322;6.5894;15.7048;0.0;16.0913;0.0;0.0;12.4983;0.0;0.0;21.6139;9.4063;14.1135;17.1773;13.6959;12.6466
302;15.7284;15.2556;8.3398;10.1491;9.7994;9.0691;6.3863;5.6444;15.4572;12.6411;12.9396;8.3984;6.8623;14.2482;5.8531;18.0347;10.0736;15.2698;15.5153;13.9307;8.0181;9.7029;10.4629;10.1459;6.7441;4.838;8.3418;6.9495;7.1274;16.4872;7.3206;15.0161;0.0;14.0998;0.0;0.0;10.9242;0.0;0.0;25.0153;9.5079;14.1217;10.3219;16.3067;14.908
303;16.1739;13.3351;8.4379;10.5258;10.05;8.438;6.6293;4.9978;15.7451;13.2446;13.2153;9.3456;7.7312;14.6483;6.4074;13.9675;6.2982;16.3282;15.4854;14.0806;8.4985;9.9936;10.6805;9.3569;7.0038;4.9944;9.1945;7.2324;8.2508;14.9175;11.494;15.6542;0.0;15.2949;0.0;0.0;14.126;0.0;0.0;20.9731;10.5829;17.7979;17.7836;15.9307;19.6509
304;18.7129;16.0872;7.3182;9.0872;9.7296;7.374;6.9123;5.0668;16.7992;21.7569;9.9681;8.5017;6.7627;11.8624;6.7584;11.7039;13.0538;12.4408;18.6326;15.4405;7.7527;8.7773;9.5458;7.216;7.2664;5.0425;7.9266;8.1919;7.6869;13.6925;15.4461;12.0597;12.0208;10.7474;0.0;0.0;16.6404;0.0;0.0;22.5008;8.6313;14.3475;14.2286;13.788;15.9292
305;14.9186;14.541;8.3464;9.8045;10.304;9.093;6.3857;4.7973;16.1354;15.2914;11.8188;9.0631;7.248;15.8695;6.7807;14.3465;9.4523;16.6301;18.158;13.2966;8.0732;10.117;9.9428;7.9315;7.1012;4.8677;9.6038;7.1027;7.464;12.1702;4.6097;12.7842;7.2664;12.6403;0.0;0.0;15.0703;0.0;0.0;23.5678;9.637;11.4756;9.731;11.837;13.017
306;15.2366;15.7269;9.0954;10.2668;10.2393;8.8804;6.7191;5.5628;17.5426;13.7784;13.2199;9.3253;8.2148;14.9751;6.9835;11.9626;7.6892;16.1605;15.421;14.6601;8.0822;10.1235;10.6934;9.0515;6.6955;5.4105;8.7938;9.1884;7.516;13.8809;6.664;14.0692;0.0;15.4961;0.0;0.0;13.0611;0.0;0.0;24.1541;9.717;13.9124;11.058;12.8051;14.6618
307;18.3226;11.1417;9.0353;10.5937;9.3845;9.176;7.839;6.0094;19.8604;18.646;12.8666;9.951;7.7703;16.5649;6.892;16.5624;8.2276;14.1703;18.9524;16.5691;9.6818;11.0047;9.7085;9.1183;8.7287;5.8483;10.3484;8.6578;9.5507;16.4552;5.4589;12.8605;14.8492;12.5066;0.0;0.0;10.8087;0.0;0.0;23.813;10.8906;17.4158;19.7006;17.5242;26.0593
308;15.2059;15.6384;8.4957;11.2675;11.6175;8.7639;7.013;5.0851;17.1192;12.0526;12.8229;9.9913;7.4737;16.6559;6.0273;16.5111;8.6258;16.5517;15.3759;15.2094;8.7702;10.4843;11.3121;9.5745;7.303;4.9295;8.7539;8.5054;7.7614;16.2422;12.1241;16.2102;10.8911;15.408;0.0;0.0;14.5765;0.0;0.0;28.231;10.1857;14.2;14.301;12.8609;13.8857
309;22.0491;15.278;10.4307;11.8349;9.7728;8.8332;7.785;5.9609;15.311;21.7316;13.2734;10.4766;9.864;13.1634;8.461;14.5663;14.1949;13.2476;20.8193;13.3937;10.8722;11.5899;10.1422;8.8039;8.1948;5.7909;9.9261;10.4435;9.8642;14.1233;8.4529;12.4236;0.0;11.7555;0.0;0.0;5.419;0.0;0.0;24.9565;10.7251;12.9187;17.371;15.0801;19.9152
310;14.6746;14.0467;7.3152;9.2053;10.4559;9.281;6.8637;5.4333;15.5675;12.9367;10.8572;8.7091;7.41;12.6909;7.6745;11.2729;5.393;15.3714;14.3606;14.7153;6.7315;9.463;10.5027;10.0692;6.7997;5.0439;9.1389;7.0875;6.8605;12.117;2.9439;15.1639;0.0;15.4897;0.0;0.0;14.9174;0.0;0.0;24.4296;10.9203;10.6794;9.7914;11.0947;12.3746
311;19.7454;18.1613;8.0282;10.1015;10.118;7.7925;6.5785;5.3923;18.9873;17.3483;10.3323;9.7379;8.4357;17.1659;5.7341;11.942;10.3823;14.5079;18.3296;17.0447;8.0873;9.6257;10.0887;8.4281;7.155;5.0928;8.5406;7.0818;7.8488;12.4992;7.3503;13.8667;0.0;12.8196;0.0;0.0;9.6408;0.0;0.0;19.4136;9.0496;11.994;12.0191;11.9325;12.6644
312;14.3776;15.6195;8.2621;10.4402;10.1441;9.0442;6.9062;4.8086;13.7522;12.5618;11.572;9.0327;6.8868;13.843;6.0274;12.8595;7.6453;16.5281;13.9577;11.7205;7.7096;10.5497;10.3204;10.3236;7.4016;4.2676;9.3526;7.4469;7.6612;13.2628;4.5682;16.1014;0.0;14.9674;0.0;0.0;15.584;0.0;0.0;19.6567;8.7587;12.0006;10.6574;11.0931;12.8326
313;22.5243;17.3019;7.9152;9.7183;8.6165;7.6208;7.8199;4.7021;20.3482;23.1986;9.9326;8.3933;7.0;14.6208;5.5421;11.3072;2.7869;14.4473;23.6729;19.0964;7.4327;9.5749;8.536;7.2366;8.137;3.9811;7.7459;7.0708;7.1689;11.4938;5.2985;17.8516;0.0;11.6948;0.0;0.0;11.5326;0.0;0.0;24.3987;8.5303;11.6958;8.8724;10.3863;14.8964
314;13.3738;16.9945;7.1522;9.5402;10.3239;9.5322;6.6415;4.217;16.3721;13.3027;11.851;8.8755;7.4654;15.0924;6.6288;12.1824;9.726;16.4406;13.0082;16.237;7.4064;9.1499;10.6579;10.7031;6.8826;3.9078;8.2023;7.8981;7.2217;11.8601;5.5596;16.3066;0.0;14.7999;0.0;0.0;14.3086;0.0;0.0;19.6299;11.0462;10.0526;10.0354;10.3447;14.1937
315;16.8001;12.8801;8.8198;10.8106;10.4127;8.9669;6.8855;5.4477;16.3495;14.1804;11.4219;9.1314;7.9784;15.5015;6.1237;13.4208;5.8667;16.3244;17.2217;13.8485;9.0452;10.8539;10.4763;8.8147;7.2666;5.4287;8.3652;7.4769;7.73;12.6268;10.0425;15.1588;0.0;13.2269;0.0;0.0;13.7926;0.0;0.0;23.4884;7.9779;11.0029;10.8223;11.0971;14.9776
316;19.8899;14.413;8.6233;10.3921;9.5116;8.1585;7.1908;5.4336;17.8087;19.2011;10.1992;9.0708;8.2976;14.2555;6.3827;12.2929;7.1744;13.8747;17.5112;14.4386;7.8641;9.8035;9.5131;7.6246;7.3356;5.1571;8.7435;8.57;7.9408;12.7595;8.2374;13.5872;0.0;10.8347;0.0;0.0;10.4642;0.0;0.0;25.9073;9.5555;12.1617;10.5957;14.307;18.0544
317;11.9557;12.5793;7.1266;10.1043;10.2223;9.2699;6.6073;4.2107;14.3126;13.3797;10.7649;8.8523;6.7921;16.9698;7.9986;11.4629;4.2661;15.0698;12.3047;13.3335;7.0348;10.0172;10.6204;10.296;6.7652;4.0758;8.7751;6.6765;6.7186;12.3102;5.1436;15.7149;11.138;15.5381;0.0;0.0;12.4259;0.0;0.0;22.744;8.9071;8.2842;10.1483;10.0856;11.1335
318;16.0215;19.4111;7.304;9.5278;10.6085;9.5031;6.9455;4.6378;17.0143;13.7277;10.8513;9.5282;7.8319;15.9486;6.5067;11.2236;9.8657;15.9605;16.006;15.0722;6.9163;9.2365;10.6892;10.8644;7.0912;4.1461;8.9665;8.0179;6.8818;12.2684;10.1014;15.0723;0.0;15.7947;0.0;0.0;17.84;0.0;0.0;26.6585;9.349;11.3436;11.2695;10.636;13.9092
319;15.3476;13.2753;7.44;9.448;10.2127;9.4603;6.6761;4.6019;16.7699;13.9769;10.5538;9.1227;7.9346;16.1013;6.8727;11.0673;6.7042;17.0717;15.4749;14.1976;7.7114;9.4281;10.5118;10.4395;6.5158;4.5505;8.888;7.4564;7.7594;12.1266;8.0421;16.1111;10.5654;15.9973;0.0;0.0;10.9834;0.0;0.0;23.4746;10.9337;12.7056;12.4788;11.7913;12.6817
320;16.565;17.4873;8.1785;10.5258;9.8035;9.347;7.7011;4.3067;16.9023;13.8622;11.493;9.5961;7.5817;14.4637;6.1633;13.1405;12.1788;16.7355;16.4139;14.0684;8.0537;10.2714;10.1788;9.8955;7.6466;3.6847;9.5334;6.7828;7.259;13.0285;11.0729;14.8801;0.0;15.503;0.0;0.0;10.7573;0.0;0.0;22.2484;10.2689;13.4095;10.0882;12.9318;10.9746
321;16.3963;12.2276;8.4493;10.8777;10.4;9.5185;7.2475;5.0232;15.2864;14.1978;11.4138;9.3966;7.2766;17.2561;6.4777;13.0696;10.8642;15.6139;19.0525;13.1742;9.149;10.6342;10.566;8.6214;7.2546;4.9036;8.549;7.89;7.716;12.3122;9.0125;14.2898;1.7321;15.4002;0.0;0.0;14.0399;0.0;0.0;25.5281;8.0679;10.5106;8.0936;7.8781;9.6464
322;16.7307;19.005;8.3229;10.5717;10.2313;9.2814;7.1772;4.1613;14.2568;14.7688;10.8536;9.2982;8.5485;16.9637;5.5743;12.0634;8.3389;16.086;15.6151;17.899;8.2833;10.4687;10.4479;9.7526;8.1325;3.8188;9.2576;8.144;7.4826;13.3934;8.3842;16.2037;8.1548;22.8643;0.0;0.0;15.1846;0.0;0.0;20.7699;8.6671;11.9237;11.0171;10.8353;11.8188
323;13.9503;16.116;8.3535;10.1185;10.8718;9.8043;7.0012;4.3322;18.8047;12.2489;10.7939;8.8661;7.661;17.8358;7.3126;12.0744;9.9393;17.1294;14.7378;16.8407;7.766;10.0903;11.2901;10.077;6.7346;4.4846;8.7722;7.5131;7.3234;12.7419;6.8439;17.2414;16.3987;15.7252;0.0;0.0;14.6148;0.0;0.0;22.8652;9.0126;11.4904;7.9439;10.0541;11.9554
324;14.6663;13.1922;7.9892;11.0705;9.9668;9.1925;7.0915;4.4035;15.2506;13.6987;10.6785;8.7207;7.1745;16.5988;6.5816;12.1751;6.1462;15.2204;13.2882;14.8971;8.1135;10.4969;10.2724;10.1771;7.2169;4.0911;8.4283;7.3195;7.4916;12.5897;6.293;15.4071;12.8623;15.0909;0.0;0.0;15.0501;0.0;0.0;21.9499;11.6172;10.7291;8.0682;9.3209;11.2502
325;15.4292;13.6778;9.2393;11.8488;10.4457;9.7442;7.2928;4.2955;17.9857;12.4656;10.9069;9.2418;7.4774;17.839;6.4781;11.7988;6.844;18.4682;15.1627;15.5272;9.2684;11.6286;10.2999;10.1901;7.7424;4.1865;9.7641;7.3788;8.5052;12.8923;10.5935;15.7527;3.6148;14.5034;0.0;0.0;10.3062;0.0;0.0;23.3386;9.8745;13.0195;8.2684;8.4489;11.8921
326;13.3069;9.7511;6.9717;10.6425;10.9472;9.2707;6.476;4.745;18.0623;12.5332;11.2155;8.7224;6.7235;16.7803;5.5098;12.5481;9.4748;15.7034;14.0798;15.6883;7.2998;10.1572;11.232;10.3529;6.5801;4.1595;8.2269;6.9903;7.2023;13.4497;11.4426;15.2812;3.7733;14.8221;0.0;0.0;13.9334;0.0;0.0;20.2945;8.4231;9.975;8.5058;8.1869;10.4918
327;12.4793;13.6396;7.4881;10.0435;10.0954;8.9635;6.6161;4.6382;15.1355;13.3114;11.0674;8.476;7.6671;17.5861;5.1764;12.5463;12.3604;15.9771;12.6649;14.8579;7.0148;9.7539;10.2993;10.0619;6.9443;4.1765;9.1258;7.3181;6.5814;12.6829;10.6254;15.0488;0.0;14.2481;0.0;0.0;16.5238;0.0;0.0;23.1275;8.7023;7.892;7.8224;12.3016;12.7148
